ID,User,Email,Phone,Tags,Extra data,Registered At,Last Login,City,Currency,Balance,Reg. finished,Identity,Location,Disabled,Deleted,Last deposit,Status
PL10031,johan_mokoena49,johan_mokoena49@example.co.za,+27823458211,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,1492.94,TRUE,8106025123081,White River Branch,FALSE,FALSE,2026-05-15,Active
PL10032,sipho_khumalo14,sipho_khumalo14@example.co.za,+27604269805,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2391.79,TRUE,0006025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10033,thabo_smith27,thabo_smith27@example.co.za,+27821491379,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,772.07,TRUE,0006025123081,White River Branch,FALSE,FALSE,2026-05-15,Active
PL10034,johan_van der merwe40,johan_van der merwe40@example.co.za,+27607196470,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,1045.69,TRUE,0006025123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10035,thabo_khumalo32,thabo_khumalo32@example.co.za,+27711259860,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,1285.69,TRUE,9006025123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10036,thabo_mokoena71,thabo_mokoena71@example.co.za,+27824234948,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,333.16,TRUE,0206025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10037,david_smith24,david_smith24@example.co.za,+27719211713,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2131.62,TRUE,8206025123081,Randburg Branch,FALSE,FALSE,2026-05-15,Active
PL10038,michael_zulu33,michael_zulu33@example.co.za,+27713148379,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2935.87,TRUE,9606025123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10039,sarah_botha25,sarah_botha25@example.co.za,+27718272880,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,218.24,TRUE,8106025123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10040,johan_zulu77,johan_zulu77@example.co.za,+27604968822,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,445.65,TRUE,9006025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10041,johan_khumalo52,johan_khumalo52@example.co.za,+27605712490,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2162.97,TRUE,9606025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10042,pieter_botha67,pieter_botha67@example.co.za,+27824559631,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,271.76,TRUE,8206025123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10043,david_mokoena26,david_mokoena26@example.co.za,+27821031934,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2019.07,TRUE,9206025123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10044,sipho_van der merwe19,sipho_van der merwe19@example.co.za,+27606918700,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,2326.22,TRUE,0006025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10045,johan_zulu82,johan_zulu82@example.co.za,+27606824997,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,2738.42,TRUE,8206025123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10046,david_smith27,david_smith27@example.co.za,+27714353737,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,103.56,TRUE,8006025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10047,michael_mokoena96,michael_mokoena96@example.co.za,+27719684334,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,2859.73,TRUE,9106025123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10048,david_botha49,david_botha49@example.co.za,+27719732772,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,199.63,TRUE,0106025123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10049,naledi_van der merwe58,naledi_van der merwe58@example.co.za,+27719219830,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,1860.07,TRUE,9906025123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10050,david_ndlovu51,david_ndlovu51@example.co.za,+27609665607,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,1897.8,TRUE,8106025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10051,pieter_zulu79,pieter_zulu79@example.co.za,+27606848902,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,1966.99,TRUE,9806025123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10052,zama_khumalo28,zama_khumalo28@example.co.za,+27713171724,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,1619.93,TRUE,8606025123081,Pretoria Branch,FALSE,FALSE,2026-05-15,Active
PL10053,thabo_van der merwe92,thabo_van der merwe92@example.co.za,+27719567722,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,2193.93,TRUE,9006025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10054,zama_botha90,zama_botha90@example.co.za,+27601564332,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2165.8,TRUE,8306025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10055,sipho_zulu62,sipho_zulu62@example.co.za,+27712201742,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,2401.73,TRUE,8806025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10056,sipho_khumalo60,sipho_khumalo60@example.co.za,+27823654767,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2220.18,TRUE,8606025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10057,sipho_khumalo46,sipho_khumalo46@example.co.za,+27604625908,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,1121.51,TRUE,0106025123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10058,naledi_ndlovu27,naledi_ndlovu27@example.co.za,+27609206076,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2619.72,TRUE,9606025123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10059,michael_khumalo42,michael_khumalo42@example.co.za,+27608097171,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,2962.27,TRUE,0206025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10060,sarah_ndlovu29,sarah_ndlovu29@example.co.za,+27823289545,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2920.87,TRUE,9606025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10061,sipho_mokoena22,sipho_mokoena22@example.co.za,+27715264960,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,1669.44,TRUE,9906025123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10062,sipho_ndlovu78,sipho_ndlovu78@example.co.za,+27605695122,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2965.19,TRUE,8006025123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10063,michael_khumalo39,michael_khumalo39@example.co.za,+27609142258,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2119.94,TRUE,0206025123081,Pretoria Branch,FALSE,FALSE,2026-05-15,Active
PL10064,sipho_botha34,sipho_botha34@example.co.za,+27715965329,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,2014.33,TRUE,8506025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10065,sipho_khumalo92,sipho_khumalo92@example.co.za,+27712417129,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,395.17,TRUE,8106025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10066,sipho_zulu98,sipho_zulu98@example.co.za,+27716101364,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,98.28,TRUE,0306025123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10067,sarah_zulu50,sarah_zulu50@example.co.za,+27713459104,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2859.78,TRUE,9006025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10068,sarah_van der merwe82,sarah_van der merwe82@example.co.za,+27821903724,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,341.63,TRUE,9206025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10069,naledi_ndlovu82,naledi_ndlovu82@example.co.za,+27714336912,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,865.88,TRUE,8206025123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10070,sarah_ndlovu79,sarah_ndlovu79@example.co.za,+27606636005,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,2954.98,TRUE,9806025123081,Randburg Branch,FALSE,FALSE,2026-05-15,Active
PL10071,michael_van der merwe44,michael_van der merwe44@example.co.za,+27828225407,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,319.81,TRUE,8606025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10072,david_botha31,david_botha31@example.co.za,+27823573777,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,1361.68,TRUE,9906025123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10073,sipho_mokoena29,sipho_mokoena29@example.co.za,+27822845468,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,1322.41,TRUE,9206025123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10074,naledi_botha89,naledi_botha89@example.co.za,+27606069841,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,769.46,TRUE,9506025123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10075,johan_ndlovu53,johan_ndlovu53@example.co.za,+27712812024,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,2417.22,TRUE,0406025123081,Pretoria Branch,FALSE,FALSE,2026-05-15,Active
PL10076,pieter_smith20,pieter_smith20@example.co.za,+27601921547,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,1849.09,TRUE,8706025123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10077,pieter_botha62,pieter_botha62@example.co.za,+27601038257,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,1125.37,TRUE,8506025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10078,pieter_mokoena78,pieter_mokoena78@example.co.za,+27717134460,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,266.62,TRUE,0006025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10079,david_zulu88,david_zulu88@example.co.za,+27717905450,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2567.69,TRUE,8606025123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10080,michael_zulu12,michael_zulu12@example.co.za,+27715565593,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,1105.52,TRUE,0106025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10081,pieter_botha40,pieter_botha40@example.co.za,+27828029974,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,1559.35,TRUE,0506025123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10082,zama_khumalo25,zama_khumalo25@example.co.za,+27719978759,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,637.47,TRUE,0506025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10083,sipho_zulu12,sipho_zulu12@example.co.za,+27719888487,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,2664.43,TRUE,9706025123081,Pretoria Branch,FALSE,FALSE,2026-05-15,Active
PL10084,naledi_smith28,naledi_smith28@example.co.za,+27829082999,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,2287.78,TRUE,9206025123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10085,pieter_zulu87,pieter_zulu87@example.co.za,+27718579991,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,457.09,TRUE,0506025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10086,sarah_zulu19,sarah_zulu19@example.co.za,+27716057872,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,275.85,TRUE,9106025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10087,sarah_van der merwe55,sarah_van der merwe55@example.co.za,+27601610135,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,376.98,TRUE,8506025123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10088,michael_van der merwe72,michael_van der merwe72@example.co.za,+27828858638,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,1965.03,TRUE,9306025123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10089,johan_ndlovu83,johan_ndlovu83@example.co.za,+27717145593,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,1059.2,TRUE,0106025123081,White River Branch,FALSE,FALSE,2026-05-15,Active
PL10090,pieter_mokoena78,pieter_mokoena78@example.co.za,+27827324922,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,2315.57,TRUE,8006025123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10091,pieter_khumalo24,pieter_khumalo24@example.co.za,+27608171470,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,1885.47,TRUE,9206025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10092,michael_smith73,michael_smith73@example.co.za,+27719053448,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,2209.62,TRUE,9706025123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10093,johan_smith11,johan_smith11@example.co.za,+27822683494,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,2027.57,TRUE,9906025123081,Pretoria Branch,FALSE,FALSE,2026-05-15,Active
PL10094,sarah_khumalo22,sarah_khumalo22@example.co.za,+27711619964,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2199.57,TRUE,0106025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10095,michael_mokoena13,michael_mokoena13@example.co.za,+27826687339,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,207.08,TRUE,9606025123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10096,johan_khumalo86,johan_khumalo86@example.co.za,+27823824755,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2278.49,TRUE,0306025123081,White River Branch,FALSE,FALSE,2026-05-15,Active
PL10097,zama_khumalo15,zama_khumalo15@example.co.za,+27714857495,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2850.84,TRUE,8006025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10098,zama_smith87,zama_smith87@example.co.za,+27718336635,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2968.85,TRUE,9206025123081,White River Branch,FALSE,FALSE,2026-05-15,Active
PL10099,naledi_khumalo62,naledi_khumalo62@example.co.za,+27718521934,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,2183.44,TRUE,8706025123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10100,thabo_smith44,thabo_smith44@example.co.za,+27601386391,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,2864.44,TRUE,9006025123081,White River Branch,FALSE,FALSE,2026-05-15,Active
PL10101,thabo_van der merwe17,thabo_van der merwe17@example.co.za,+27827923506,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,933.18,TRUE,9206025123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10102,sipho_zulu86,sipho_zulu86@example.co.za,+27714050868,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,1533.51,TRUE,8706025123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10103,david_mokoena42,david_mokoena42@example.co.za,+27828371413,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,2368.32,TRUE,9006025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10104,naledi_ndlovu70,naledi_ndlovu70@example.co.za,+27607446092,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2322.4,TRUE,9406025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10105,pieter_ndlovu41,pieter_ndlovu41@example.co.za,+27609096277,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,697.15,TRUE,9506025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10106,naledi_van der merwe40,naledi_van der merwe40@example.co.za,+27823192561,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,112.19,TRUE,8006025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10107,sipho_botha39,sipho_botha39@example.co.za,+27829948836,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,54.96,TRUE,8006025123081,Pretoria Branch,FALSE,FALSE,2026-05-15,Active
PL10108,sipho_van der merwe35,sipho_van der merwe35@example.co.za,+27719296866,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2426.9,TRUE,0006025123081,Pretoria Branch,FALSE,FALSE,2026-05-15,Active
PL10109,naledi_van der merwe76,naledi_van der merwe76@example.co.za,+27715532313,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,80.14,TRUE,0206025123081,Potchefstroom Branch,FALSE,FALSE,2026-05-15,Active
PL10110,johan_botha72,johan_botha72@example.co.za,+27826911342,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,637.93,TRUE,8306025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10111,naledi_smith96,naledi_smith96@example.co.za,+27605704595,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,2789.43,TRUE,8906025123081,Pretoria Branch,FALSE,FALSE,2026-05-15,Active
